Furnishing,facing,Bathroom,Balcony,Amount_numeric,BHK,Carpet_Area_sqft,Current_Floor,Total_Floors
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
Semi-Furnished,East,4.0,4.0,28500000.0,4.0,1700.0,2.0,2.0
Semi-Furnished,East,4.0,2.0,15700000.0,3.0,1600.0,3.0,10.0
Semi-Furnished,North - East,4.0,3.0,43000000.0,3.0,1701.0,17.0,27.0
Furnished,East,3.0,2.0,14500000.0,3.0,,1.0,3.0
Semi-Furnished,North - East,4.0,2.0,29000000.0,4.0,2358.0,1.0,4.0
Semi-Furnished,East,4.0,2.0,20000000.0,4.0,1800.0,6.0,14.0
Semi-Furnished,East,3.0,2.0,17500000.0,3.0,1296.0,2.0,4.0
Unfurnished,North - East,5.0,4.0,89600000.00000001,4.0,4583.0,9.0,30.0
Semi-Furnished,North - East,4.0,4.0,29000000.0,4.0,1500.0,2.0,3.0
Unfurnished,East,1.0,2.0,3000000.0,2.0,600.0,12.0,12.0
Unfurnished,East,3.0,2.0,10400000.0,3.0,,3.0,6.0
Semi-Furnished,North - East,3.0,3.0,10500000.0,3.0,1470.0,4.0,4.0
Semi-Furnished,East,3.0,3.0,16299999.999999998,3.0,1300.0,5.0,13.0
Unfurnished,North - East,3.0,1.0,15500000.0,3.0,,2.0,20.0
Semi-Furnished,North - East,4.0,3.0,,3.0,,12.0,30.0
Semi-Furnished,East,2.0,2.0,7000000.0,2.0,,8.0,10.0
Semi-Furnished,East,2.0,4.0,9000000.0,2.0,1140.0,7.0,21.0
Semi-Furnished,East,3.0,2.0,15500000.0,3.0,1550.0,5.0,20.0
Unfurnished,West,2.0,3.0,8500000.0,3.0,,1.0,4.0
Unfurnished,East,2.0,2.0,12500000.0,3.0,,3.0,20.0
Unfurnished,South,3.0,3.0,22500000.0,3.0,1790.0,11.0,22.0
Semi-Furnished,North - East,4.0,3.0,23500000.0,3.0,,15.0,51.0
Semi-Furnished,North,3.0,2.0,13000000.0,3.0,,0.0,2.0
Unfurnished,East,4.0,3.0,12600000.0,4.0,,14.0,15.0
Unfurnished,East,2.0,2.0,3500000.0,2.0,,1.0,4.0
Unfurnished,East,2.0,2.0,2650000.0,2.0,600.0,1.0,4.0
Unfurnished,East,3.0,3.0,17500000.0,3.0,1605.0,5.0,11.0
Semi-Furnished,East,3.0,3.0,17500000.0,3.0,1300.0,11.0,20.0
Unfurnished,East,5.0,2.0,70000000.0,4.0,2700.0,15.0,18.0
